experiment,stage,data_type,layer,minimum,maximum,maximum_abs,smallest_nonzero,zero_percent,observed_min_spacing,dynamic_range,FP16_range_ok,FP16_result,FP8_E4M3_range_ok,FP8_E4M3_result,FP8_E5M2_range_ok,FP8_E5M2_result,INT8_scale,INT8_quantization_step,INT8_zero_threshold,INT8_smallest_may_be_lost,INT8_result,INT16_scale,INT16_quantization_step,INT16_zero_threshold,INT16_smallest_may_be_lost,INT16_result
LeNet5_MNIST,inference,activations,conv1,-1.1040208339691162,1.6056585311889648,1.6056585311889648,1.952052116394043e-06,0.0,1.862645149230957e-09,822549.0076335878,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.01264298056054303,0.01264298056054303,0.006321490280271515,True,SMALL VALUES MAY BE LOST,4.900230509930616e-05,4.900230509930616e-05,2.450115254965308e-05,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,conv2,-0.9452335834503174,0.8815861344337463,0.9452335834503174,9.55536961555481e-07,0.0,2.3283064365386963e-10,989217.1851851852,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.007442784121656042,0.007442784121656042,0.003721392060828021,True,SMALL VALUES MAY BE LOST,2.8847120073559294e-05,2.8847120073559294e-05,1.4423560036779647e-05,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,fc1,-0.2896836102008819,0.3109519779682159,0.3109519779682159,1.043081283569336e-07,0.0,8.731149137020111e-11,2981090.571428571,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0024484407714032747,0.0024484407714032747,0.0012242203857016373,True,SMALL VALUES MAY BE LOST,9.489790886203067e-06,9.489790886203067e-06,4.744895443101534e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,fc2,-0.1766100823879242,0.1749162375926971,0.1766100823879242,3.213062882423401e-07,0.0,4.656612873077393e-10,549662.7014492754,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.001390630569983655,0.001390630569983655,0.0006953152849918275,True,SMALL VALUES MAY BE LOST,5.3898764729125095e-06,5.3898764729125095e-06,2.6949382364562547e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,fc3,-0.1052320003509521,0.1058825924992561,0.1058825924992561,1.8114224076271057e-07,0.0,4.656612873077393e-10,584527.3419023135,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0008337212007815441,0.0008337212007815441,0.00041686060039077205,True,SMALL VALUES MAY BE LOST,3.2313789025316966e-06,3.2313789025316966e-06,1.6156894512658483e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,pool1,0.0,1.453417181968689,1.453417181968689,1.9818544387817383e-06,8.4662,4.656612873077393e-10,733362.2255639097,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.011444229779281015,0.011444229779281015,0.0057221148896405075,True,SMALL VALUES MAY BE LOST,4.435612604048857e-05,4.435612604048857e-05,2.2178063020244286e-05,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,pool2,0.0,0.7559208869934082,0.7559208869934082,3.948807716369629e-07,36.9224,5.820766091346741e-11,1914301.5849056605,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.005952132968452033,0.005952132968452033,0.0029760664842260164,True,SMALL VALUES MAY BE LOST,2.3069578752812533e-05,2.3069578752812533e-05,1.1534789376406266e-05,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,relu1,0.0,1.6021283864974976,1.6021283864974976,1.989305019378662e-06,15.9158,1.862645149230957e-09,805370.9063670412,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.012615184145649588,0.012615184145649588,0.006307592072824794,True,SMALL VALUES MAY BE LOST,4.8894570345087974e-05,4.8894570345087974e-05,2.4447285172543987e-05,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,relu2,0.0,0.879491925239563,0.879491925239563,2.682209014892578e-07,55.01859999999999,2.3283064365386963e-10,3278983.5555555555,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.006925133269602858,0.006925133269602858,0.003462566634801429,True,SMALL VALUES MAY BE LOST,2.6840782654486617e-05,2.6840782654486617e-05,1.3420391327243308e-05,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,relu3,0.0,0.2948959469795227,0.2948959469795227,1.043081283569336e-07,52.0432,4.656612873077393e-10,2827161.714285714,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.002322015330547423,0.002322015330547423,0.0011610076652737115,True,SMALL VALUES MAY BE LOST,8.99978475232773e-06,8.99978475232773e-06,4.499892376163865e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,activations,relu4,0.0,0.1749162375926971,0.1749162375926971,5.21540641784668e-08,57.249,2.3283064365386963e-10,3353837.142857142,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0013772932093913156,0.0013772932093913156,0.0006886466046956578,True,SMALL VALUES MAY BE LOST,5.338182854478502e-06,5.338182854478502e-06,2.669091427239251e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,biases,conv1.bias,0.0314554944634437,0.193041130900383,0.193041130900383,0.0314554944634437,0.0,0.0138600841164588,6.136960623039245,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0015200089047274251,0.0015200089047274251,0.0007600044523637126,False,RANGE/STEP APPEARS ADEQUATE,5.891327582640553e-06,5.891327582640553e-06,2.9456637913202764e-06,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,biases,conv2.bias,-0.0656192973256111,0.0811205431818962,0.0811205431818962,0.0020007973071187,0.0,0.000745266675949,40.54410853776884,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0006387444345031197,0.0006387444345031197,0.00031937221725155985,False,RANGE/STEP APPEARS ADEQUATE,2.4756780657947386e-06,2.4756780657947386e-06,1.2378390328973693e-06,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,biases,fc1.bias,-0.0616909489035606,0.0621632859110832,0.0621632859110832,0.0002017766237258,0.0,1.2367963790893557e-06,308.0797208479346,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0004894746922132536,0.0004894746922132536,0.0002447373461066268,True,SMALL VALUES MAY BE LOST,1.8971308301365155e-06,1.8971308301365155e-06,9.485654150682577e-07,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,biases,fc2.bias,-0.0903345346450805,0.0868053883314132,0.0903345346450805,0.0010720884893089,0.0,9.097158908843994e-06,84.26033442753669,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0007112955483864606,0.0007112955483864606,0.0003556477741932303,False,RANGE/STEP APPEARS ADEQUATE,2.756875351575686e-06,2.756875351575686e-06,1.378437675787843e-06,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,biases,fc3.bias,-0.0834078714251518,0.1020276024937629,0.1020276024937629,0.004412283655256,0.0,0.0004312396049499,23.12353657775959,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0008033669487697866,0.0008033669487697866,0.0004016834743848933,False,RANGE/STEP APPEARS ADEQUATE,3.1137303535191777e-06,3.1137303535191777e-06,1.5568651767595888e-06,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,inputs,network_input,0.0,1.0,1.0,0.0039215688593685,80.71436708516397,0.0039215683937072,254.99998491956416,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.007874015748031496,0.007874015748031496,0.003937007874015748,True,SMALL VALUES MAY BE LOST,3.051850947599719e-05,3.051850947599719e-05,1.5259254737998596e-05,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,logits,output_logits,-0.1052320003509521,0.1058825924992561,0.1058825924992561,1.8114224076271057e-07,0.0,4.656612873077393e-10,584527.3419023135,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0008337212007815441,0.0008337212007815441,0.00041686060039077205,True,SMALL VALUES MAY BE LOST,3.2313789025316966e-06,3.2313789025316966e-06,1.6156894512658483e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,weights,conv1.weight,-0.1939191073179245,0.1928424388170242,0.1939191073179245,0.0018148183589801,0.0,1.5720725059509275e-06,106.85317699061854,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0015269221048655472,0.0015269221048655472,0.0007634610524327736,False,RANGE/STEP APPEARS ADEQUATE,5.918122114258995e-06,5.918122114258995e-06,2.9590610571294976e-06,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,weights,conv2.weight,-0.0816449970006942,0.0816386491060257,0.0816449970006942,2.349642272747587e-05,0.0,8.940696716308595e-08,3474.7841383199784,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0006428739921314504,0.0006428739921314504,0.0003214369960657252,True,SMALL VALUES MAY BE LOST,2.4916836146334484e-06,2.4916836146334484e-06,1.2458418073167242e-06,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,weights,fc1.weight,-0.0624999031424522,0.0624984875321388,0.0624999031424522,4.708766937255859e-06,0.0,7.450580596923828e-09,13273.093354430372,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0004921252215941118,0.0004921252215941118,0.0002460626107970559,True,SMALL VALUES MAY BE LOST,1.9074038863018343e-06,1.9074038863018343e-06,9.537019431509172e-07,False,RANGE/STEP APPEARS ADEQUATE
LeNet5_MNIST,inference,weights,fc2.weight,-0.0912718549370765,0.091262899339199,0.0912718549370765,8.052879252318235e-07,0.0,7.450580596923828e-09,113340.64758365956,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0007186760231265866,0.0007186760231265866,0.0003593380115632933,True,SMALL VALUES MAY BE LOST,2.78548096978901e-06,2.78548096978901e-06,1.392740484894505e-06,True,SMALL VALUES MAY BE LOST
LeNet5_MNIST,inference,weights,fc3.weight,-0.1090110838413238,0.1089535132050514,0.1090110838413238,0.0002335501048946,0.0,1.4901161193847656e-08,466.75673252435473,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0008583549908765653,0.0008583549908765653,0.00042917749543828267,True,SMALL VALUES MAY BE LOST,3.3268557952001646e-06,3.3268557952001646e-06,1.6634278976000823e-06,False,RANGE/STEP APPEARS ADEQUATE
MobileNetV2_CIFAR100,inference,activations,classifier.1,-8.689316488563746e-10,1.1220044893178738e-09,1.1220044893178738e-09,1.2037887986079287e-16,0.0,2.1684043449710093e-19,9320609.151832689,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,8.834681018250974e-12,8.834681018250974e-12,4.417340509125487e-12,True,SMALL VALUES MAY BE LOST,3.424190463935892e-14,3.424190463935892e-14,1.712095231967946e-14,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.0.0,-2.7160050868988037,2.620020627975464,2.7160050868988037,1.2872786392392754e-08,0.0,3.4924596548080444e-10,210988126.7433943,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.021385866825974834,0.021385866825974834,0.010692933412987417,True,SMALL VALUES MAY BE LOST,8.288842698137771e-05,8.288842698137771e-05,4.144421349068886e-05,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.0.1,-3.0283384323120117,3.063305616378784,3.063305616378784,2.7896982146558e-07,0.0,4.656612873077393e-10,10980777.778347405,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.024120516664399877,0.024120516664399877,0.012060258332199938,True,SMALL VALUES MAY BE LOST,9.348752148133135e-05,9.348752148133135e-05,4.6743760740665675e-05,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.1.conv.0.0,-0.5074112415313721,0.4678136110305786,0.5074112415313721,6.502999472246529e-09,23.4642,1.4551915228366852e-11,78027261.68084426,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.003995364106546237,0.003995364106546237,0.0019976820532731183,True,SMALL VALUES MAY BE LOST,1.548543478290268e-05,1.548543478290268e-05,7.74271739145134e-06,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.1.conv.0.1,-0.5270183086395264,0.4833757579326629,0.5270183086395264,2.151905542646659e-09,23.5292,1.4551915228366852e-11,244907733.26014075,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0041497504617285545,0.0041497504617285545,0.0020748752308642772,True,SMALL VALUES MAY BE LOST,1.60838132462394e-05,1.60838132462394e-05,8.0419066231197e-06,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.1.conv.1,-0.4574458599090576,0.4104757010936737,0.4574458599090576,1.350588973991762e-07,0.0,1.1641532182693479e-10,3387010.1764346836,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.0036019359047957293,0.0036019359047957293,0.0018009679523978647,True,SMALL VALUES MAY BE LOST,1.3960565810390259e-05,1.3960565810390259e-05,6.980282905195129e-06,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.1.conv.2,-0.4766094982624054,0.494803637266159,0.494803637266159,1.3416004307487128e-08,0.0,2.9103830456733704e-11,36881594.99099309,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,0.003896091632017,0.003896091632017,0.0019480458160085,True,SMALL VALUES MAY BE LOST,1.5100669492665151e-05,1.5100669492665151e-05,7.550334746332576e-06,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.10.conv.0.0,-0.0003639965434558,0.0003499075828585,0.0003639965434558,3.271764803525201e-11,0.0,5.684341886080803e-14,11125388.446736993,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,2.8661145154e-06,2.8661145154e-06,1.4330572577e-06,True,SMALL VALUES MAY BE LOST,1.1108631960686057e-08,1.1108631960686057e-08,5.554315980343028e-09,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.10.conv.0.1,-0.0003639947099145,0.0003272691101301,0.0003639947099145,1.8608047394619295e-11,0.0,2.4868995751603507e-14,19561144.82058729,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,2.866100078066929e-06,2.866100078066929e-06,1.4330500390334646e-06,True,SMALL VALUES MAY BE LOST,1.1108576003738516e-08,1.1108576003738516e-08,5.554288001869258e-09,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.10.conv.1.0,-1.8365999494562857e-05,1.9697206880664453e-05,1.9697206880664453e-05,4.1879253699899505e-14,25.451400000000003,5.551115123125783e-17,470333282.9618146,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.5509611717058624e-07,1.5509611717058624e-07,7.754805858529312e-08,True,SMALL VALUES MAY BE LOST,6.011293948382352e-10,6.011293948382352e-10,3.005646974191176e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.10.conv.1.1,-1.935413274622988e-05,1.918665657285601e-05,1.935413274622988e-05,5.711525545050444e-13,25.3986,2.498001805406602e-16,33886100.2959218,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.5239474603330614e-07,1.5239474603330614e-07,7.619737301665307e-08,True,SMALL VALUES MAY BE LOST,5.906592836155242e-10,5.906592836155242e-10,2.953296418077621e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.10.conv.2,-2.0993247744627297e-05,1.6134059478645213e-05,2.0993247744627297e-05,4.721301474774897e-13,0.0,8.881784197001252e-16,44464959.19989565,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.6530116334352203e-07,1.6530116334352203e-07,8.265058167176102e-08,True,SMALL VALUES MAY BE LOST,6.406826302263648e-10,6.406826302263648e-10,3.203413151131824e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.10.conv.3,-2.027442133112345e-05,1.5449393686139956e-05,2.027442133112345e-05,4.721277622327102e-13,0.0,6.661338147750939e-15,42942658.64655985,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.5964111284349172e-07,1.5964111284349172e-07,7.982055642174586e-08,True,SMALL VALUES MAY BE LOST,6.187451195142506e-10,6.187451195142506e-10,3.093725597571253e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.11.conv.0.0,-0.0002500162809155,0.0002907092566601,0.0002907092566601,1.963820599193422e-12,0.0,5.684341886080803e-14,148032491.75586596,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,2.2890492650401577e-06,2.2890492650401577e-06,1.1445246325200789e-06,True,SMALL VALUES MAY BE LOST,8.872013204141362e-09,8.872013204141362e-09,4.436006602070681e-09,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.11.conv.0.1,-0.000255883205682,0.0003022563760168,0.0003022563760168,8.091745329341649e-11,0.0,5.684341886080803e-14,3735366.8919952507,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,2.3799714646992125e-06,2.3799714646992125e-06,1.1899857323496062e-06,True,SMALL VALUES MAY BE LOST,9.22441407564928e-09,9.22441407564928e-09,4.61220703782464e-09,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.11.conv.1.0,-1.6640144167467952e-05,1.799321034923196e-05,1.799321034923196e-05,1.3099536646382637e-13,26.7652,2.220446049250313e-16,137357609.16551718,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.4167882164749575e-07,1.4167882164749575e-07,7.083941082374787e-08,True,SMALL VALUES MAY BE LOST,5.491259605466463e-10,5.491259605466463e-10,2.7456298027332314e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.11.conv.1.1,-1.605246143299155e-05,1.8017406546277925e-05,1.8017406546277925e-05,3.370271184528762e-13,26.707399999999996,4.440892098500626e-16,53459812.45956371,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.4186934288407815e-07,1.4186934288407815e-07,7.093467144203908e-08,True,SMALL VALUES MAY BE LOST,5.498643924154767e-10,5.498643924154767e-10,2.7493219620773835e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.11.conv.2,-1.518436511105392e-05,1.3892349670641124e-05,1.518436511105392e-05,3.424000232649105e-12,0.0,1.7763568394002505e-15,4434685.770831848,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.1956193000829857e-07,1.1956193000829857e-07,5.978096500414929e-08,True,SMALL VALUES MAY BE LOST,4.634041905287002e-10,4.634041905287002e-10,2.317020952643501e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.11.conv.3,-1.4433389878831804e-05,1.3947713341622148e-05,1.4433389878831804e-05,4.187203535288564e-12,0.0,8.881784197001252e-16,3447023.7133665197,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,1.1364873920340003e-07,1.1364873920340003e-07,5.6824369601700013e-08,True,SMALL VALUES MAY BE LOST,4.4048554578789036e-10,4.4048554578789036e-10,2.2024277289394518e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.12.conv.0.0,-9.337260962638538e-06,1.0965514775307383e-05,1.0965514775307383e-05,5.2180026792469905e-12,0.0,1.3322676295501878e-15,2101477.4137467127,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,8.634263602604238e-08,8.634263602604238e-08,4.317131801302119e-08,True,SMALL VALUES MAY BE LOST,3.346511665794056e-10,3.346511665794056e-10,1.673255832897028e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.12.conv.0.1,-8.852686733007431e-06,9.871174370346124e-06,9.871174370346124e-06,2.6093252992326343e-12,0.0,1.5543122344752194e-15,3783037.0836664545,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,7.772578244367027e-08,7.772578244367027e-08,3.8862891221835133e-08,True,SMALL VALUES MAY BE LOST,3.012535285606288e-10,3.012535285606288e-10,1.506267642803144e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.12.conv.1.0,-5.090110448691121e-07,5.067288952886884e-07,5.090110448691121e-07,2.021596425146304e-14,15.0332,1.3877787807814457e-17,25178667.637991823,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,4.007960983221355e-09,4.007960983221355e-09,2.0039804916106777e-09,True,SMALL VALUES MAY BE LOST,1.553425839622523e-11,1.553425839622523e-11,7.767129198112614e-12,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.12.conv.1.1,-4.677134199937427e-07,4.6364331751647114e-07,4.677134199937427e-07,1.3712307216074122e-14,15.0322,1.3877787807814457e-17,34109024.2964707,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,3.6827828345963994e-09,3.6827828345963994e-09,1.8413914172981997e-09,True,SMALL VALUES MAY BE LOST,1.4273916440130092e-11,1.4273916440130092e-11,7.136958220065046e-12,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.12.conv.2,-6.08657785505784e-07,6.073717599974771e-07,6.08657785505784e-07,8.874057223643221e-14,0.0,5.551115123125783e-17,6858844.496563897,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,4.7925809882345195e-09,4.7925809882345195e-09,2.3962904941172598e-09,True,SMALL VALUES MAY BE LOST,1.8575328394597735e-11,1.8575328394597735e-11,9.287664197298868e-12,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.12.conv.3,-5.635798743242049e-07,6.298242283264699e-07,6.298242283264699e-07,5.96746908615095e-14,0.0,5.551115123125783e-17,10554293.94327554,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,4.959245892334409e-09,4.959245892334409e-09,2.4796229461672043e-09,True,SMALL VALUES MAY BE LOST,1.9221296680393992e-11,1.9221296680393992e-11,9.610648340196996e-12,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.13.conv.0.0,-1.047488422045717e-05,9.842445251706522e-06,1.047488422045717e-05,1.2407629177563217e-12,0.0,1.7208456881689926e-15,8442293.100924518,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,8.247940331068638e-08,8.247940331068638e-08,4.123970165534319e-08,True,SMALL VALUES MAY BE LOST,3.196778533419956e-10,3.196778533419956e-10,1.598389266709978e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.13.conv.0.1,-9.80243657977553e-06,9.8551563496585e-06,9.8551563496585e-06,1.7788579853919573e-12,0.0,1.7763568394002505e-15,5540159.153001185,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,7.759965629652362e-08,7.759965629652362e-08,3.879982814826181e-08,True,SMALL VALUES MAY BE LOST,3.0076468244448685e-10,3.0076468244448685e-10,1.5038234122224343e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.13.conv.1.0,-4.5306697415981034e-07,6.614968128815235e-07,6.614968128815235e-07,5.3680065052036634e-15,15.2252,1.3010426069826053e-17,123229510.29218735,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,5.20863632190176e-09,5.20863632190176e-09,2.60431816095088e-09,True,SMALL VALUES MAY BE LOST,2.0187896752266717e-11,2.0187896752266717e-11,1.0093948376133358e-11,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.13.conv.1.1,-4.131596824663575e-07,7.278765110640961e-07,7.278765110640961e-07,2.086088412607415e-15,15.2818,1.3877787807814457e-17,348919301.15000194,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,5.731311110740915e-09,5.731311110740915e-09,2.8656555553704573e-09,True,SMALL VALUES MAY BE LOST,2.2213706200265393e-11,2.2213706200265393e-11,1.1106853100132696e-11,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.13.conv.2,-6.597707624678151e-07,5.254755706118885e-07,6.597707624678151e-07,2.5363708732579173e-14,0.0,1.1102230246251563e-16,26012393.11742895,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,5.195045373762323e-09,5.195045373762323e-09,2.5975226868811615e-09,True,SMALL VALUES MAY BE LOST,2.0135220266359907e-11,2.0135220266359907e-11,1.0067610133179953e-11,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.13.conv.3,-6.025335324011394e-07,5.276552883515251e-07,6.025335324011394e-07,7.323584420111316e-14,0.0,5.551115123125783e-17,8227303.705908275,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,4.744358522843617e-09,4.744358522843617e-09,2.3721792614218085e-09,True,SMALL VALUES MAY BE LOST,1.8388425318190234e-11,1.8388425318190234e-11,9.194212659095117e-12,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.14.conv.0.0,-1.0030293196905404e-05,1.2037991837132722e-05,1.2037991837132722e-05,6.810903837445316e-13,0.0,1.2212453270876722e-15,17674587.873271193,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,9.478733730025766e-08,9.478733730025766e-08,4.739366865012883e-08,True,SMALL VALUES MAY BE LOST,3.6738156795351183e-10,3.6738156795351183e-10,1.8369078397675592e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.14.conv.0.1,-1.040309052768862e-05,1.239151333720656e-05,1.239151333720656e-05,4.595856247652241e-12,0.0,8.881784197001252e-16,2696236.059066615,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,9.757097115910677e-08,9.757097115910677e-08,4.8785485579553385e-08,True,SMALL VALUES MAY BE LOST,3.7817051720348395e-10,3.7817051720348395e-10,1.8908525860174198e-10,True,SMALL VALUES MAY BE LOST
MobileNetV2_CIFAR100,inference,activations,features.14.conv.1.0,-4.86375313357712e-07,5.984849167361972e-07,5.984849167361972e-07,1.2197989336269408e-14,14.266000000000002,4.3368086899420185e-18,49064226.91784676,True,RANGE ADEQUATE,True,RANGE ADEQUATE,True,RANGE ADEQUATE,4.712479659340136e-09,4.712479659340136e-09,2.356239829670068e-09,True,SMALL VALUES MAY BE LOST,1.8264867602655026e-11,1.8264867602655026e-11,9.132433801327513e-12,True,SMALL VALUES MAY BE LOST
